,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
877,TXN_3463928,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-06-07
880,TXN_2179458,Juice,1.0,3.0,3.0,Cash,In-store,2023-10-23
888,TXN_2416816,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-10-19
890,TXN_1778707,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-03-26
904,TXN_2820693,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-05-05
906,TXN_3746260,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-08-26
910,TXN_3725837,Coffee,5.0,2.0,10.0,Cash,In-store,2023-10-22
913,TXN_4594922,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-06-19
914,TXN_5163686,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-05-29
917,TXN_2826603,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-06-22
920,TXN_3760598,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-10-24
921,TXN_7679707,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-07-22
923,TXN_5038513,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-10-24
924,TXN_5007619,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-07-05
931,TXN_9625287,Juice,2.0,3.0,6.0,Cash,In-store,2023-07-08
934,TXN_7337979,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-05-27
937,TXN_5630457,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-03-01
939,TXN_4487966,Juice,3.0,3.0,9.0,Cash,In-store,2023-08-10
945,TXN_3663712,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-09-22
946,TXN_9140598,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-10
948,TXN_4316299,Tea,2.0,1.5,3.0,Credit Card,In-store,UNKNOWN
951,TXN_3696194,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-11-27
952,TXN_2964638,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-09-28
953,TXN_8336656,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-12-02
955,TXN_6287890,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-02-07
961,TXN_5350401,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-10-28
964,TXN_1866028,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-06-12
966,TXN_9152264,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-03-15
968,TXN_3794585,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-02-10
970,TXN_9890874,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-09-02
975,TXN_6269119,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-07-19
976,TXN_6024625,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-09-13
977,TXN_7470910,Salad,2.0,5.0,10.0,Cash,In-store,2023-11-22
979,TXN_1116119,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-08-07
980,TXN_3471223,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-10-08
986,TXN_5021925,Tea,4.0,1.5,6.0,Cash,In-store,2023-05-07
989,TXN_7764154,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-12-09
992,TXN_2178735,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-07-24
994,TXN_5014959,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-11-28
1000,TXN_5348445,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-11-15
1002,TXN_7215985,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-08-07
1003,TXN_7448296,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-11-15
1006,TXN_1494608,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-05-07
1007,TXN_7615147,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-05-19
1010,TXN_5892508,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-03-21
1011,TXN_5546684,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-10-02
1014,TXN_6402128,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-11-09
1015,TXN_5009706,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-09-20
1017,TXN_1991104,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-11-29
1018,TXN_3380698,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-12-15
1019,TXN_9084554,Smoothie,4.0,4.0,16.0,Credit Card,In-store,2023-06-08
1025,TXN_1512118,Salad,4.0,5.0,20.0,Cash,In-store,2023-03-01
1030,TXN_4033888,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-02-04
1033,TXN_9218683,Cake,2.0,3.0,6.0,Digital Wallet,In-store,ERROR
1035,TXN_7880148,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-12-12
1038,TXN_4187420,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-01-31
1040,TXN_9553579,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-10-03
1041,TXN_3854285,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-07-18
1042,TXN_5614488,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-07-22
1046,TXN_6035534,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-12-18
1047,TXN_8781128,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,ERROR
1049,TXN_7201724,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-03-20
1052,TXN_6113876,Cake,3.0,3.0,9.0,Cash,In-store,2023-03-01
1058,TXN_6450138,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-04-13
1068,TXN_7085875,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-08-23
1071,TXN_6057379,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-03-18
1073,TXN_9313535,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-06-04
1076,TXN_9626053,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-08-11
1081,TXN_5583534,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-10-31
1082,TXN_1438257,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-06-13
1088,TXN_3963927,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-01-03
1091,TXN_7023528,Tea,5.0,1.5,7.5,Cash,In-store,2023-10-28
1093,TXN_9124680,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-10-03
1094,TXN_7853635,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-02-16
1096,TXN_3516263,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-09-23
1097,TXN_1591640,Cake,2.0,3.0,6.0,Cash,In-store,2023-05-26
1103,TXN_1697018,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-07-02
1105,TXN_2667225,Salad,2.0,5.0,10.0,Cash,In-store,2023-11-21
1110,TXN_9159212,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-01-12
1113,TXN_3282436,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-12-14
1115,TXN_8465274,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-02-01
1118,TXN_8330446,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-08-06
1121,TXN_9769410,Salad,1.0,5.0,5.0,Cash,In-store,2023-07-22
1126,TXN_1437083,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-03-15
1128,TXN_2413626,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-11-06
1130,TXN_3392848,Cake,2.0,3.0,6.0,Cash,In-store,2023-04-03
1131,TXN_7027905,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-07-17
1132,TXN_8808034,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-08-09
1133,TXN_1663113,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-12-24
1135,TXN_6189334,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-01-12
1136,TXN_3412490,Cake,2.0,3.0,6.0,Cash,In-store,UNKNOWN
1141,TXN_6908287,Cookie,1.0,1.0,1.0,Cash,In-store,2023-08-04
1144,TXN_6829707,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-08-17
1145,TXN_7303706,Coffee,2.0,2.0,4.0,Cash,In-store,2023-12-14
1146,TXN_1730647,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-01-18
1152,TXN_4936135,Coffee,4.0,2.0,8.0,Cash,In-store,2023-12-08
1158,TXN_4496665,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-12-10
1161,TXN_8209794,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-10-25
1166,TXN_3330687,Cake,5.0,3.0,15.0,Cash,In-store,2023-12-26
1171,TXN_5354746,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-03-06
1174,TXN_3736798,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-07-01
1175,TXN_9102030,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,ERROR
1178,TXN_6719521,Salad,5.0,5.0,25.0,Cash,In-store,2023-08-03
1187,TXN_5386752,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-12-07
1188,TXN_1022523,Salad,4.0,5.0,20.0,Cash,In-store,2023-11-25
1191,TXN_6202015,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-08-22
1192,TXN_6928137,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-10-11
1194,TXN_5913013,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-11-29
1195,TXN_7433269,Tea,1.0,1.5,1.5,Cash,In-store,2023-05-18
1205,TXN_4617771,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-09-10
1208,TXN_1741325,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-03-31
1210,TXN_9983356,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-09-20
1211,TXN_8964527,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-02-22
1213,TXN_3331437,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-02-26
1216,TXN_9408993,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-08-19
1217,TXN_7810285,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-10-25
1219,TXN_1961595,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-07-02
1223,TXN_4179561,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-11-12
1226,TXN_9056301,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-03-02
1229,TXN_2114258,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-12-04
1231,TXN_6910030,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-07-09
1235,TXN_7609781,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-03-13
1236,TXN_8398059,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-10-15
1237,TXN_3755379,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-11-19
1238,TXN_6565955,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-12-29
1239,TXN_1792573,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-12-07
1242,TXN_1789644,Coffee,4.0,2.0,8.0,Credit Card,In-store,ERROR
1244,TXN_9991225,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-02-03
1245,TXN_8734476,Tea,1.0,1.5,1.5,Cash,Takeaway,2023-09-12
1246,TXN_6471962,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-09-21
1248,TXN_4792702,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-06-28
1249,TXN_3572190,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-03-05
1250,TXN_6791398,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-12-17
1251,TXN_8361255,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-07-29
1256,TXN_5858988,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-06-24
1258,TXN_6078834,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-04-28
1260,TXN_8186625,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-07-21
1262,TXN_2946829,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-02-08
1264,TXN_8750849,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-03-03
1268,TXN_1973716,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-01-21
1269,TXN_1105589,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-07-04
1280,TXN_4988665,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-12-16
1282,TXN_9596100,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-05-04
1285,TXN_5412834,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-07-13
1286,TXN_1389258,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-12-31
1290,TXN_8076559,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-11-02
1292,TXN_4310310,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-03-08
1298,TXN_6411716,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-02-25
1302,TXN_1154979,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-12-11
1304,TXN_6129205,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-07-20
1308,TXN_4832513,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-06-05
1316,TXN_3815345,Cookie,5.0,1.0,5.0,Cash,In-store,2023-09-16
1320,TXN_4356223,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-11-23
1323,TXN_2426782,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-11-04
1331,TXN_2471972,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-04-08
1334,TXN_6555617,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-12-27
1336,TXN_6899834,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-01-27
1341,TXN_7538570,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-04-18
1342,TXN_8789116,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-01-13
1343,TXN_8930109,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-05-17
1344,TXN_9799798,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-05-23
1349,TXN_1681153,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-02-09
1350,TXN_4255503,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-11-19
1352,TXN_2385697,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-09-10
1353,TXN_9151321,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-01-05
1355,TXN_1602799,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-03-23
1357,TXN_9579181,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-05-24
1358,TXN_7391267,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-12-07
1359,TXN_1388606,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-08-31
1360,TXN_2336857,Cake,3.0,3.0,9.0,Cash,In-store,2023-08-02
1361,TXN_9526867,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-10-21
1364,TXN_4932018,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-08-23
1366,TXN_5792655,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-12-21
1368,TXN_7782538,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-08-15
1372,TXN_6404763,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-11-13
1380,TXN_4915908,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-06-06
1386,TXN_4147073,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-06-16
1389,TXN_9996968,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-10-14
1392,TXN_7043825,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-02-07
1393,TXN_2195630,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-03-09
1395,TXN_5788769,Juice,1.0,3.0,3.0,Cash,In-store,2023-07-19
1396,TXN_3628056,Cake,4.0,3.0,12.0,Cash,In-store,2023-07-09
1399,TXN_5856820,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-07-18
1402,TXN_9354616,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-01-27
1406,TXN_5268203,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-03-04
1409,TXN_5226635,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-02-01
1411,TXN_9278992,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-12-15
1412,TXN_4369292,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-10-09
1414,TXN_2952715,Smoothie,3.0,4.0,12.0,Cash,In-store,ERROR
1415,TXN_3912727,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-04-13
1417,TXN_6983139,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-12-18
1419,TXN_5977414,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-08-06
1425,TXN_8842223,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-01-01
1428,TXN_8550184,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-04-05
1434,TXN_3670298,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-02-04
1437,TXN_6962242,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-06-30
1450,TXN_4548466,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-11-30
1462,TXN_5944206,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-05-12
1463,TXN_9212178,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-11-18
1466,TXN_9201212,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-06-08
1468,TXN_7055260,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-06-20
1471,TXN_1757340,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-12-29
1477,TXN_9390740,Cake,2.0,3.0,6.0,Cash,In-store,2023-12-06
1484,TXN_1082421,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-12-19
1492,TXN_6451377,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-03-19
1493,TXN_2142961,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-09-21
1497,TXN_5575561,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-02-13
1498,TXN_1007347,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-08-28
1502,TXN_6731518,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-12-04
1503,TXN_3455702,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-03-23
1504,TXN_7794561,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-05-18
1506,TXN_7688625,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-12-15
1509,TXN_8831924,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-07-12
1511,TXN_1360998,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-07-30
1515,TXN_9047278,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-06-20
1520,TXN_4516901,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-09-05
1521,TXN_6817795,Tea,1.0,1.5,1.5,Cash,Takeaway,2023-09-12
1522,TXN_4643515,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-10-03
1524,TXN_6809170,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-08-10
1525,TXN_7365744,Cookie,4.0,1.0,4.0,Cash,In-store,2023-08-20
1526,TXN_9847116,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-07-28
1527,TXN_8356338,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-08-06
1528,TXN_4413506,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-10-29
1535,TXN_4737392,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-02-17
1536,TXN_9538738,Coffee,4.0,2.0,8.0,Cash,In-store,2023-09-25
1537,TXN_1854102,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-07-18
1541,TXN_8837375,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-11-21
1544,TXN_7950226,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-10-13
1545,TXN_9086541,Salad,3.0,5.0,15.0,Cash,In-store,2023-02-15
1548,TXN_8017969,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-03-26
1549,TXN_6667388,Cake,3.0,3.0,9.0,Cash,In-store,2023-08-14
1553,TXN_9425645,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-03-19
1556,TXN_6747376,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-11-20
1566,TXN_2062269,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-09-08
1572,TXN_8313892,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-11-29
1579,TXN_6712994,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-10-02
1581,TXN_6257776,Juice,5.0,3.0,15.0,Cash,In-store,2023-10-28
1587,TXN_4430176,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-08-27
1588,TXN_6073195,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-09-13
1593,TXN_4291132,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-08-07
1594,TXN_1622123,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-01-05
1595,TXN_2878078,Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-12-15
1596,TXN_7134579,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-06-06
1597,TXN_6921057,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-07-10
1598,TXN_2335088,Salad,4.0,5.0,20.0,Cash,In-store,2023-10-27
1599,TXN_9778859,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-06-05
1603,TXN_6386662,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-12-04
1604,TXN_5491825,Cake,4.0,3.0,12.0,Cash,In-store,2023-06-09
1607,TXN_3326110,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-08-13
1608,TXN_5455079,Salad,2.0,5.0,10.0,Cash,In-store,2023-11-30
1609,TXN_5526475,Tea,4.0,1.5,6.0,Cash,In-store,2023-05-06
1610,TXN_3800253,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-01-15
1615,TXN_8138157,Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-05-07
1616,TXN_4134478,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-06-25
1621,TXN_7296498,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-05-19
1623,TXN_2488987,Tea,5.0,1.5,7.5,Cash,In-store,2023-06-12
1626,TXN_1865735,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-09-22
1632,TXN_5303275,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-09-18
1636,TXN_9316158,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-10-31
1637,TXN_8207244,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-05-04
1639,TXN_2814866,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-07-29
1642,TXN_2560137,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-10-13
1643,TXN_7350571,Smoothie,1.0,4.0,4.0,Credit Card,In-store,2023-02-19
1644,TXN_3915802,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-12-16
1648,TXN_2493262,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-01-03
1649,TXN_3257591,Sandwich,1.0,4.0,4.0,Credit Card,In-store,UNKNOWN
1650,TXN_6038791,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-03-06
1651,TXN_1335337,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-09-06
1657,TXN_7730388,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-09-09
1660,TXN_6363897,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-11-26
1661,TXN_1893222,Smoothie,5.0,4.0,20.0,Credit Card,In-store,2023-12-20
1663,TXN_9491912,Tea,4.0,1.5,6.0,Cash,In-store,ERROR
1664,TXN_6992164,Sandwich,2.0,4.0,8.0,Cash,Takeaway,ERROR
1667,TXN_5624179,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-10-26
1668,TXN_3450160,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-10-23
1669,TXN_4075432,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-09-12
1670,TXN_2023802,Cake,2.0,3.0,6.0,Cash,In-store,2023-02-28
1676,TXN_8182245,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-10-24
1677,TXN_3970335,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-09-01
1678,TXN_6376630,Juice,2.0,3.0,6.0,Cash,In-store,2023-01-24
1679,TXN_7100596,Smoothie,5.0,4.0,20.0,Credit Card,In-store,2023-09-14
1680,TXN_1481116,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-02-26
1681,TXN_9454212,Juice,5.0,3.0,15.0,Cash,In-store,2023-11-19
1682,TXN_3648327,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-08-17
1683,TXN_6188394,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-10-05
1684,TXN_2553803,Juice,1.0,3.0,3.0,Cash,In-store,2023-12-29
1686,TXN_8018479,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-09-15
1688,TXN_3046108,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-01-15
1690,TXN_4454198,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-08-22
1691,TXN_5855756,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-08-29
1693,TXN_6758675,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-11-05
1694,TXN_1962275,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-05-26
1700,TXN_8715122,Cake,2.0,3.0,6.0,Cash,Takeaway,ERROR
1705,TXN_7681072,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-07-07
1707,TXN_8789986,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-09-21
1708,TXN_8382825,Coffee,5.0,2.0,10.0,Cash,In-store,2023-01-20
1709,TXN_4486700,Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-02-08
1711,TXN_5085328,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-02-03
1716,TXN_6191769,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-05-17
1717,TXN_6110386,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-03-17
1721,TXN_8257774,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-03-04
1724,TXN_1225638,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-05-28
1726,TXN_5508620,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-08-26
1727,TXN_7864080,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-11-12
1731,TXN_2463115,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-09-12
1735,TXN_6762172,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-01-19
